imdbID,Title,WatchedDate,Rating10
tt0087225,The Ewok Adventure,2014-09-05,5
tt0087332,Ghostbusters,2012-10-20,6
tt0087363,Gremlins,2013-07-03,6
tt0087433,Huang tu di,2014-04-16,6
tt0087469,Indiana Jones and the Temple of Doom,2012-10-20,6
tt0874952,Moya lyubov,2016-05-18,8
tt0087544,Kaze no tani no Naushika,2013-01-20,7
tt0087545,Kazoku gêmu,2015-01-01,6
tt0876563,Gake no ue no Ponyo,2013-08-28,5
tt0087803,Nineteen Eighty-Four,2012-10-20,8
tt0087843,Once Upon a Time in America,2012-09-10,9
tt0087884,"Paris, Texas",2012-09-14,8
tt0087995,Repo Man,2014-08-31,7
tt0088015,Ronja Rövardotter,2016-03-11,6
tt0088040,Los santos inocentes,2018-10-19,6
tt0088184,Stranger than Paradise,2015-03-26,7
tt0088222,Taifû kurabu,2014-05-25,8
tt0088247,The Terminator,2012-10-20,8
tt0088258,This Is Spinal Tap,2014-02-15,6
tt0088680,After Hours,2018-09-16,8
tt0088763,Back to the Future,2012-10-20,6
tt0887734,Everything Will Be Ok,2014-08-18,6
tt0887883,Burn After Reading,2012-09-14,7
tt0008879,Berg-Ejvind och hans hustru,2014-08-21,6
tt0887912,The Hurt Locker,2012-03-19,8
tt0088846,Brazil,2012-08-31,10
tt0088847,The Breakfast Club,2018-03-30,6
tt0889583,Brüno,2012-10-20,5
tt0890888,Vollidiot,2012-10-20,5
tt0089218,The Goonies,2016-02-09,6
tt0089606,Mitt liv som hund,2018-11-05,7
tt0898367,The Road,2012-10-20,6
tt0089853,The Purple Rose of Cairo,2018-06-17,6
tt0089869,The Quiet Earth,2012-10-20,6
tt0089881,Ran,2012-09-20,9
tt0089960,Sans toit ni loi,2017-03-03,8
tt0090173,Tiempo de morir,2015-06-14,7
tt0090185,Tóngnián wangshì,2014-04-06,9
tt0090197,Tras el cristal,2018-01-11,7
tt0090329,Witness,2020-03-22,6
tt0903657,Love & Mercy,2015-06-19,6
tt0090555,'Crocodile' Dundee,2013-11-08,6
tt0090605,Aliens,2012-10-20,8
tt0090644,Angustia,2015-09-29,7
tt0090756,Blue Velvet,2012-10-20,8
tt0090798,Caravaggio,2014-11-10,6
tt0090907,Dao ma zei,2013-10-19,7
tt0090967,Down by Law,2016-06-07,6
tt0091042,Ferris Bueller's Day Off,2018-04-24,6
tt0091064,The Fly,2012-10-20,5
tt0910970,WALL·E,2013-04-01,8
tt0091167,Hannah and Her Sisters,2020-05-20,8
tt0091214,Hombre mirando al sudeste,2015-05-25,8
tt0091251,Idi i smotri,2015-03-22,8
tt0091355,Kong bu fen zi,2014-04-08,9
tt0091406,Liàn liàn fengchén,2014-02-11,7
tt0091497,Mauvais sang,2014-07-02,7
tt0091605,Der Name der Rose,2012-10-20,6
tt0091759,Pisma myortvogo cheloveka,2015-12-05,7
tt0091763,Platoon,2012-10-20,7
tt0091830,Le rayon vert,2014-01-25,6
tt0091954,Sid and Nancy,2018-06-07,6
tt0092005,Stand by Me,2019-02-06,8
tt0092067,Tenkû no shiro Rapyuta,2014-04-17,9
tt0092128,Umi to dokuyaku,2014-02-07,8
tt0092149,Varjoja paratiisissa,2014-07-26,6
tt0092274,Yumemiru yôni nemuritai,2015-03-10,6
tt0092306,À Flor do Mar,2017-03-21,6
tt0924263,Die Parallelstrasse,2016-03-05,6
tt0092593,Au revoir les enfants,2017-02-10,7
tt0092644,Beverly Hills Cop II,2014-03-22,6
tt0092829,Dao cao ren,2014-04-14,7
tt0929425,Gomorra,2017-01-15,6
tt0092963,"Yuki yukite, shingun",2014-12-05,8
tt0092991,Evil Dead II,2012-10-20,6
tt0093058,Full Metal Jacket,2012-10-20,8
tt0093137,Hamburger Hill,2012-10-20,5
tt0093191,Der Himmel über Berlin,2012-11-09,6
tt0093206,Hong gao liang,2013-09-29,8
tt0093235,Höhenfeuer,2015-11-01,8
tt0093342,Khane-ye doust kodjast?,2016-06-08,7
tt0093409,Lethal Weapon,2012-10-20,5
tt0093426,Chau tin dik tung wa,2014-12-18,7
tt0093605,Near Dark,2018-04-01,5
tt0936501,Taken,2012-10-20,4
tt0093773,Predator,2012-10-20,5
tt0093822,Raising Arizona,2013-01-05,6
tt0093870,RoboCop,2012-10-20,7
tt0093894,The Running Man,2012-10-20,5
tt0094012,Spaceballs,2012-10-20,6
tt0094242,Vec vidjeno,2014-10-22,7
tt0094336,Withnail & I,2015-05-17,8
tt0094349,Yeelen,2014-11-13,8
tt0094407,Ödipussi,2018-10-11,7
tt0945513,Source Code,2012-10-20,6
tt0094590,Depeche Mode: 101,2013-11-24,6
tt0094625,Akira,2014-03-22,5
tt0947798,Black Swan,2012-10-20,6
tt0947810,Green Zone,2012-10-20,5
tt0094868,Chocolat,2015-05-17,6
tt0094964,Dead Ringers,2014-06-01,8
tt0095327,Hotaru no haka,2014-01-17,10
tt0095489,The Land Before Time,2013-08-02,7
tt0095497,The Last Temptation of Christ,2010-07-01,8
tt0955308,Robin Hood,2012-10-20,5
tt0095545,Looking for Langston,2014-06-14,6
tt0095631,Midnight Run,2018-09-18,6
tt0095675,"Mujeres al borde de un ataque de ""nervios""",2014-11-25,6
tt0095715,Neco z Alenky,2014-02-24,6
tt0096010,Ropáci,2014-05-17,6
tt0096028,Salaam Bombay!,2020-03-27,7
tt0096163,Spoorloos,2018-05-26,9
tt0096251,Tetsuo,2013-10-13,6
tt0096256,They Live,2018-01-31,6
tt0096257,The Thin Blue Line,2018-04-28,8
tt0096283,Tonari no Totoro,2013-09-20,8
tt0096288,Topio stin omihli,2014-05-05,7
tt0096337,Une histoire de vent,2014-07-13,7
tt0963966,The Sorcerer's Apprentice,2012-10-20,3
tt0096754,The Abyss,2012-10-20,4
tt0096833,Arousi-ye Khouban,2014-10-28,6
tt0096863,Az én XX. századom,2015-08-19,7
tt0096874,Back to the Future Part II,2013-09-20,6
tt0096880,Balance,2018-10-16,8
tt0096895,Batman,2012-10-20,6
tt0096908,Beiqíng chéngshì,2013-09-29,9
tt0970179,Hugo,2012-10-20,6
tt0970416,The Day the Earth Stood Still,2012-10-20,3
tt0097118,Korova,2015-08-30,7
tt0097123,Crimes and Misdemeanors,2015-04-17,6
tt0097216,Do the Right Thing,2014-11-21,7
tt0097270,Elephant,2016-05-24,7
tt0097428,Ghostbusters II,2012-10-20,5
tt0097564,Ilha das Flores,2014-06-16,7
tt0097576,Indiana Jones and the Last Crusade,2012-05-25,8
tt0097594,Is-slottet,2018-11-03,6
tt0097673,Kitchen Sink,2014-02-25,8
tt0097694,Kuroi ame,2014-03-10,8
tt0978762,Mary and Max,2013-05-04,8
tt0097904,Monsieur Hire,2015-02-14,6
tt0098252,O Sangue,2017-03-23,8
tt0098327,Der siebente Kontinent,2017-05-09,8
tt0098532,Tulitikkutehtaan tyttö,2014-02-22,8
tt0098624,Water and Power,2016-06-06,6
tt0098635,When Harry Met Sally...,2018-02-18,7
tt0009893,Die Austernprinzessin,2013-12-03,5
tt0099053,Archangel,2014-10-26,7
tt0099088,Back to the Future Part III,2014-02-26,5
tt0099348,Dances with Wolves,2020-05-17,8
tt0993846,The Wolf of Wall Street,2014-01-14,6
tt0099423,Die Hard 2,2015-12-23,4
tt0099487,Edward Scissorhands,2012-10-20,6
tt0009968,Broken Blossoms or The Yellow Man and the Girl,2013-12-11,9
tt0099685,Goodfellas,2011-09-01,9
tt0099763,Henry: Portrait of a Serial Killer,2018-04-02,5
tt0099776,Europa Europa,2012-10-20,6
tt0099785,Home Alone,2013-12-15,6
tt0099871,Jacob's Ladder,2020-03-15,8
tt0099902,Ju Dou,2015-10-05,8
tt0099938,Kindergarten Cop,2012-10-20,3
tt0099939,King of New York,2015-03-19,6
tt0460649,How I Met Your Mother,2019-02-21,
tt0149460,Futurama,2019-02-21,
tt1182319,Place du Pont,2018-09-11,
tt0000026,Partie d'écarté,2018-09-11,
tt1182316,Panorama de l'arrivée en gare de Perrache pris du train,2018-09-11,
tt1672725,Berlin: Panoptikum,2018-09-11,
tt0420543,Champs-Élysées,2018-09-11,
tt0000022,Les forgerons,2018-09-11,
tt0221884,Concours de boules,2018-09-11,
tt0451423,La lutte pour la vie,2018-09-11,
tt0000041,Bataille de neige,2018-09-11,
tt0256732,Dragons traversant la Saône à la nage,2018-09-11,
tt1187020,Voltige,2018-09-11,
tt1184936,Arrivée d'un train à Perrache,2018-09-11,
tt0222137,Lancement d'un navire,2018-09-11,
tt2085059,Black Mirror,2017-02-19,
tt0000436,An Extraordinary Cab Accident,2016-12-16,
tt0000304,Grandma's Reading Glass,2016-12-16,
tt0114924,While You Were Sleeping,2016-06-24,
tt0112642,Casper,2016-06-24,
tt2221420,Sallie Gardner at a Gallop,2015-11-11,
tt0392728,Roundhay Garden Scene,2015-03-10,
tt0089370,The Jewel of the Nile,2014-08-01,
tt0088011,Romancing the Stone,2014-08-01,
tt0120152,Smilla's Sense of Snow,2014-05-18,
tt0103855,The Bodyguard,2014-03-22,
tt0112462,Batman Forever,2014-03-22,
tt0145660,Austin Powers: The Spy Who Shagged Me,2014-03-22,
tt0103776,Batman Returns,2014-03-22,
tt0118688,Batman & Robin,2014-03-22,
tt0111070,The Santa Clause,2014-03-22,
tt0019796,Daigaku wa detakeredo,2014-03-14,
tt0107144,Hot Shots! Part Deux,2014-01-30,
tt0086034,Octopussy,2014-01-27,
tt0082398,For Your Eyes Only,2014-01-27,
tt0071807,The Man with the Golden Gun,2014-01-27,
tt0057076,From Russia with Love,2014-01-27,
tt0099653,Ghost,2014-01-27,
tt0059800,Thunderball,2014-01-27,
tt0929455,Nachtstück,2013-09-26,
tt0156592,Happy-End,2013-09-26,
tt1832920,Coming Attractions,2013-09-26,
tt0105095,Parallel Space: Inter-View,2013-09-26,
tt0057413,The Pink Panther,2013-09-15,
tt0062687,Astérix et Cléopâtre,2013-08-02,
tt0494238,Inkheart,2012-10-20,
