imdbID,Title,WatchedDate,Rating10
tt0176150,Sklenená oblaka,2013-09-13,6
tt0176155,Slnko v sieti,2014-05-18,8
tt1764657,The Great White Silence,2015-02-11,8
tt0017668,Berlin - Die Sinfonie der Großstadt,2015-11-27,7
tt0177242,Sonnenallee,2014-07-03,6
tt0177507,Absolute Giganten,2015-11-07,7
tt0177707,Dickson Experimental Sound Film,2014-08-14,4
tt0177955,Opus III,2014-01-29,6
tt0177956,Opus IV,2014-01-29,6
tt0177990,The Private Life of a Cat,2014-04-21,4
tt0178104,Das wiedergefundene Paradies,2014-01-29,5
tt0178112,Das Wunder,2014-01-29,4
tt1781843,L'exercice de l'État,2012-12-02,5
tt1790885,Zero Dark Thirty,2013-03-04,6
tt1791528,Inherent Vice,2015-02-17,8
tt0017925,The General,2013-02-25,8
tt0017938,La glace à trois faces,2014-03-30,6
tt0017961,Schaste,2020-05-15,7
tt1798709,Her,2014-06-13,9
tt1800241,American Hustle,2014-02-18,7
tt0180093,Requiem for a Dream,2014-05-31,9
tt1801061,Io e te,2013-10-10,6
